#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
fixed_box_dbc_zero_pressure;zy5xskae-DualSPHysics5 v5.4.355 (08-04-2025);07-09-2026 19:51:33;36,752;1.186153;1.482307;1.356816;3,365,280;6,024,304;89,416;1,848;;0.800207;81;0;36,752;1,350;Gpu_4="NVIDIA RTX 6000 Ada Generation";CellsFull - Pos-Cell - Single-GPU;fixed_box_dbc_zero_pressure - 3D - DBC - Verlet - (40) - Wendland - Visco_Artificial(0.01b1) - DDT0 - RhopOut(700-1300);7,466;7,466;0.025000;0.043301;0;0;0.170669;0.027658;0.006032;0.111009;0.043614;0.035313;0;0.065445;0;0.7174;0;0.026414;0;0;0;0;0.035961;0.070213;0;0;0;0.043964;0
