#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
fixed_box_mdbc_canonical;8ekrm1u7-DualSPHysics5 v5.4.355 (08-04-2025);07-09-2026 20:34:26;51,801;16.076361;20.093336;16.259230;5,342,838;10,343,484;117,800;4,647;;0.800084;81;0;51,801;2,112;Gpu_4="NVIDIA RTX 6000 Ada Generation";CellsFull - Pos-Cell - Single-GPU;fixed_box_mdbc_canonical - 3D - mDBC(DBC vel=0) - Symplectic - Wendland - Visco_Artificial(0.01b1) - DDT2(0.1) - RhopOut(700-1300);22,515;22,515;0.025000;0.043301;0;0;0.182874;0.947669;0.027084;1.35255;1.04498;0.912355;0;1.94091;2.22052;6.91054;0;0.493464;0;0;0;0;0.050837;0.103906;0;0;0;0.059019;0
