#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
fixed_box_dbc_gravity;h2jp91rc-DualSPHysics5 v5.4.355 (08-04-2025);07-09-2026 19:51:27;36,752;3.020992;3.776161;3.269067;3,365,280;6,024,304;89,416;4,557;;0.800017;81;0;36,752;1,500;Gpu_4="NVIDIA RTX 6000 Ada Generation";CellsFull - Pos-Cell - Single-GPU;fixed_box_dbc_gravity - 3D - DBC - Verlet - (40) - Wendland - Visco_Artificial(0.01b1) - DDT2(0.1) - RhopOut(700-1300);7,466;7,466;0.025000;0.043301;0;0;0.248079;0.075921;0.018146;0.2949;0.117242;0.094619;0;0.182481;0;1.98351;0;0.069566;0;0;0;0;0.044006;0.086016;0;0;0;0.047067;0
