 ;PosX [m]:;0.8245;0.8245;0.8245;0.8245;0.8035;0.7635;0.7235;0.6835
 ;PosY [m]:;0.471;0.471;0.471;0.471;0.471;0.471;0.471;0.471
 ;PosZ [m]:;0.021;0.061;0.101;0.141;0.1645;0.1645;0.1645;0.1645
Part;Time [s];Press_0 [Pa];Press_1 [Pa];Press_2 [Pa];Press_3 [Pa];Press_4 [Pa];Press_5 [Pa];Press_6 [Pa];Press_7 [Pa]
0;0;0;0;0;0;0;0;0;0
1;0.0100351;0;0;0;0;0;0;0;0
2;0.0200424;0;0;0;0;0;0;0;0
3;0.0300142;0;0;0;0;0;0;0;0
4;0.0400408;0;0;0;0;0;0;0;0
5;0.0500378;0;0;0;0;0;0;0;0
6;0.0600074;0;0;0;0;0;0;0;0
7;0.0700232;0;0;0;0;0;0;0;0
8;0.0800131;0;0;0;0;0;0;0;0
9;0.0900532;0;0;0;0;0;0;0;0
10;0.100059;0;0;0;0;0;0;0;0
11;0.110043;0;0;0;0;0;0;0;0
12;0.120009;0;0;0;0;0;0;0;0
13;0.130032;0;0;0;0;0;0;0;0
14;0.140037;0;0;0;0;0;0;0;0
15;0.150011;0;0;0;0;0;0;0;0
16;0.160026;0;0;0;0;0;0;0;0
17;0.170012;0;0;0;0;0;0;0;0
18;0.180062;0;0;0;0;0;0;0;0
19;0.190007;0;0;0;0;0;0;0;0
20;0.200013;0;0;0;0;0;0;0;0
21;0.210013;0;0;0;0;0;0;0;0
22;0.220009;0;0;0;0;0;0;0;0
23;0.230082;0;0;0;0;0;0;0;0
24;0.240063;0;0;0;0;0;0;0;0
25;0.25001;0;0;0;0;0;0;0;0
26;0.260026;0;0;0;0;0;0;0;0
27;0.27002;0;0;0;0;0;0;0;0
28;0.280074;0;0;0;0;0;0;0;0
29;0.290006;0;0;0;0;0;0;0;0
30;0.300074;0;0;0;0;0;0;0;0
31;0.310001;0;0;0;0;0;0;0;0
32;0.320041;0;0;0;0;0;0;0;0
33;0.330001;0;0;0;0;0;0;0;0
34;0.340063;0;0;0;0;0;0;0;0
35;0.35007;0;0;0;0;0;0;0;0
36;0.360055;0;0;0;0;0;0;0;0
37;0.370081;0;0;0;0;0;0;0;0
38;0.38001;0;0;0;0;0;0;0;0
39;0.390064;0;0;0;0;0;0;0;0
40;0.400004;0;0;0;0;0;0;0;0
41;0.410039;0;0;0;0;0;0;0;0
42;0.420038;-8.04956e-07;0;0;0;0;0;0;0
43;0.430037;-5878.99;-776.315;0;0;0;0;0;0
44;0.440004;851.545;3894.07;4.86858;0;0;0;0;0
45;0.450024;983.823;-288.814;-3055.49;-451.405;0;0;0;0
46;0.460004;2709.7;805.862;196.612;-5005.69;-0.0240129;0;0;0
47;0.470023;3046.96;3903.82;1959.1;-1059.66;-1644.32;0;0;0
48;0.480046;2949.19;2717.94;1465.81;-2422.93;-484.865;0;0;0
49;0.490015;2193.99;2273.76;1629.21;-203.976;-69.372;0;0;0
50;0.500003;2138.83;2575.91;1619.24;32.2944;-41.1547;0;0;0
51;0.510016;1970.41;2369.15;2061.31;128.766;14.2948;1.21862e-11;0;0
52;0.520056;1873.96;2107.51;1652.59;262.459;-459.984;8.10473;0;0
53;0.530033;1909.32;2181.8;1667.45;134.9;-87.1585;47.4376;0.273079;0
54;0.540019;1592.73;2030.42;1703.27;495.161;-209.154;26.1986;2.71717;0
55;0.550024;1770.71;1967.31;1794.42;-98.8218;-276.82;-26.4877;-5.98952;1.08578
56;0.560024;1811.67;2034.43;1928.13;875.901;-220.16;-39.2672;-11.1448;3.13514
57;0.57003;1655.4;1760.16;1671.61;-117.576;-362.337;-14.7584;-6.07482;-21.4782
58;0.580012;1469.22;1629.39;1714.98;673.107;-156.9;0.796876;1.21103;-18.2824
59;0.590023;1305.56;1541.63;1692.81;604.054;-306.212;0.211835;4.68781;-6.50476
60;0.600031;1420.45;1550.41;1695.19;789.312;-150.043;-0.0648954;-23.3774;5.43831
61;0.610047;1401.33;1550.45;1615.69;1242.22;-322.653;0;-10.9528;6.48688
62;0.62005;1382.63;1518.6;1700.67;957.774;-264.523;0;30.6514;7.16092
63;0.630043;1479.49;1609.38;1726.34;721.315;-236.547;0;18.8016;17.9622
64;0.640034;1469.44;1492.75;1501.1;1545.04;-139.616;0;-5.40674;20.4318
65;0.650053;1559.51;1612.54;1622.66;543.259;-232.898;0;-6.56662;26.1725
66;0.660047;1478.43;1485.92;1511.27;640.929;-341.929;0;7.54129;35.5035
67;0.670026;1371.13;1447.99;1563.03;703.455;-198.489;0;8.29866;29.9258
68;0.680015;1362.81;1391.07;1503.9;770.064;-280.131;0;-6.3447;16.5213
69;0.690043;1340.28;1373.56;1544.43;900.807;-345.988;0;-8.37683;5.44748
70;0.700053;1258.89;1241.88;1569.26;987.158;-178.94;0;26.5412;4.3346
71;0.710039;1249.49;1226.69;1516.48;1613.76;-456.658;0;0.0201705;-3.70295
72;0.720002;1238.05;1222.74;1524.75;786.534;-358.711;0;-23.7304;-6.50384
