#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
canonical_float1_cylinder;9bryzlu5-DualSPHysics5 v5.4.355 (08-04-2025);07-09-2026 19:53:23;2,097;0.006039;2.889269;0.009561;465,662;0;0;1;;0.002090;2;0;2,097;80;CPU;CellsFull - Pos-Double - OpenMP(Threads:64);canonical_float1_cylinder - 3D - mDBC(DBC vel=0) - Symplectic - Wendland - Visco_Artificial(0.01b1) - DDT3(0.1) - Ft-SPH - RhopOut(700-1300);1,677;1,593;0.040000;0.069282;0;0;0.003531;6e-06;1.8e-05;3.2e-05;0;0.000117;0.002911;0.002298;0;0.000118;9.7e-05;0;0;0;0.000417;0;0;0;0;0
