#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
F6_physical_anchor_explicit_body_v9_cpu_native_preflight_20260921;k5l560lp-DualSPHysics5 v5.4.355 (08-04-2025);21-09-2026 17:13:29;27,547;311.103851;207.382599;311.112305;4,397,886;0;0;6,786;;1.500144;301;0;27,547;1,980;CPU;CellsFull - Pos-Double - OpenMP(Threads:64);F6_physical_anchor_explicit_body_v9_cpu_native_preflight_20260921 - 3D - DBC - Verlet - (40) - Wendland - Visco_Artificial(0.08b1) - DDT2(0.1) - Ft-SPH - RhopOut(650-1350);12,499;11,806;0.020000;0.034641;0;0;0.008479;0.473247;1.00252;1.26584;0;3.52609;0;186.557;0;3.05759;114.797;0;0;0;0.402591;0;0;0;0;0
