TimeStep [s],Np,Nbound,Nfixed,Nmoving,Nfloat,Nfluid
0.800207,29286,0,0,0,0,29286

Part,Time [s],Count,Pos_Xmin [m],Pos_Xmax [m],Pos_Xmean [m],Pos_Ymin [m],Pos_Ymax [m],Pos_Ymean [m],Pos_Zmin [m],Pos_Zmax [m],Pos_Zmean [m],Zone_min,Zone_max,Zone_mean,Idp_min,Idp_max,Idp_mean,Vel_min [m/s],Vel_max [m/s],Vel_mean [m/s],Vel_Xmin [m/s],Vel_Xmax [m/s],Vel_Xmean [m/s],Vel_Ymin [m/s],Vel_Ymax [m/s],Vel_Ymean [m/s],Vel_Zmin [m/s],Vel_Zmax [m/s],Vel_Zmean [m/s],Rhop_min [kg/m^3],Rhop_max [kg/m^3],Rhop_mean [kg/m^3],Mass_min [kg],Mass_max [kg],Mass_mean [kg],Press_min [Pa],Press_max [Pa],Press_mean [Pa],Type_min,Type_max,Type_mean,Mk_min,Mk_max,Mk_mean,
80,  8.002074704563E-01,29286,  5.000000074506E-02,  1.149999976158E+00,  5.999999996417E-01,  5.000000074506E-02,  7.500000000000E-01,  4.000000002008E-01,  5.000000074506E-02,  6.000000238419E-01,  3.256223112260E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  7.466000000000E+03,  3.675100000000E+04,  2.210850000000E+04,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  1.000000000000E+03,  1.000000000000E+03,  1.000000000000E+03,  1.562500000000E-02,  1.562500000000E-02,  1.562500000000E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  3.000000000000E+00,  3.000000000000E+00,  3.000000000000E+00,  1.000000000000E+00,  1.000000000000E+00,  1.000000000000E+00,
