#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
canonical_rectangular;q5vk3j1h-DualSPHysics5 v5.4.355 (08-04-2025);07-09-2026 19:45:16;1,917;0.034498;15.280706;0.037378;430,874;0;0;1;;0.002258;2;0;1,917;60;CPU;CellsFull - Pos-Double - OpenMP(Threads:64);canonical_rectangular - 3D - mDBC(DBC vel=0) - Symplectic - Wendland - Visco_Artificial(0.01b1) - DDT3(0.1) - RhopOut(700-1300);1,476;1,476;0.040000;0.069282;0;0;0.00289;7e-06;1.5e-05;2.3e-05;0;0.000109;0.002923;0.030954;0;9.7e-05;0;0;0;0;0.000346;0;0;0;0;0
