#Time;LinearAccX;LinearAccY;LinearAccZ;AngularAccX;AngularAccY;AngularAccZ
0;0;0;0;0;0;0
0.0094108359815374704;0.00098017140329560606;0;0;0;0;0
0.018821671963074941;0.0019509032201612826;0;0;0;0;0
0.028232507944612413;0.0029028467725446235;0;0;0;0;0
0.037643343926149882;0.0038268343236508981;0;0;0;0;0
0.04705417990768735;0.0047139673682599758;0;0;0;0;0
0.056465015889224826;0.0055557023301960216;0;0;0;0;0
0.065875851870762295;0.006343932841636455;0;0;0;0;0
0.075286687852299763;0.0070710678118654745;0;0;0;0;0
0.084697523833837232;0.0077301045336273687;0;0;0;0;0
0.094108359815374701;0.0083146961230254508;0;0;0;0;0
0.10351919579691217;0.0088192126434835493;0;0;0;0;0
0.11293003177844965;0.0092387953251128682;0;0;0;0;0
0.12234086775998712;0.0095694033573220892;0;0;0;0;0
0.13175170374152459;0.0098078528040323049;0;0;0;0;0
0.14116253972306206;0.0099518472667219689;0;0;0;0;0
0.15057337570459953;0.01;0;0;0;0;0
0.159984211686137;0.0099518472667219689;0;0;0;0;0
0.16939504766767446;0.0098078528040323049;0;0;0;0;0
0.17880588364921193;0.0095694033573220892;0;0;0;0;0
0.1882167196307494;0.0092387953251128682;0;0;0;0;0
0.19762755561228687;0.0088192126434835528;0;0;0;0;0
0.20703839159382434;0.0083146961230254543;0;0;0;0;0
0.21644922757536181;0.0077301045336273713;0;0;0;0;0
0.2258600635568993;0.0070710678118654762;0;0;0;0;0
0.23527089953843677;0.006343932841636455;0;0;0;0;0
0.24468173551997424;0.0055557023301960251;0;0;0;0;0
0.25409257150151171;0.0047139673682599784;0;0;0;0;0
0.26350340748304918;0.0038268343236508989;0;0;0;0;0
0.27291424346458665;0.0029028467725446278;0;0;0;0;0
0.28232507944612412;0.001950903220161286;0;0;0;0;0
0.29173591542766159;0.00098017140329560823;0;0;0;0;0
0.30114675140919905;1.2246467991473532e-18;0;0;0;0;0
0.31055758739073652;-0.00098017140329560151;0;0;0;0;0
0.31996842337227399;-0.0019509032201612791;0;0;0;0;0
0.32937925935381146;-0.0029028467725446213;0;0;0;0;0
0.33879009533534893;-0.0038268343236508924;0;0;0;0;0
0.3482009313168864;-0.0047139673682599723;0;0;0;0;0
0.35761176729842387;-0.0055557023301960199;0;0;0;0;0
0.36702260327996133;-0.0063439328416364498;0;0;0;0;0
0.3764334392614988;-0.007071067811865471;0;0;0;0;0
0.38584427524303627;-0.0077301045336273669;0;0;0;0;0
0.39525511122457374;-0.0083146961230254474;0;0;0;0;0
0.40466594720611121;-0.0088192126434835493;0;0;0;0;0
0.41407678318764868;-0.0092387953251128647;0;0;0;0;0
0.42348761916918615;-0.0095694033573220857;0;0;0;0;0
0.43289845515072362;-0.0098078528040323031;0;0;0;0;0
0.44230929113226108;-0.0099518472667219689;0;0;0;0;0
0.45172012711379861;-0.01;0;0;0;0;0
0.46113096309533608;-0.0099518472667219689;0;0;0;0;0
0.47054179907687355;-0.0098078528040323049;0;0;0;0;0
0.47995263505841101;-0.0095694033573220892;0;0;0;0;0
0.48936347103994848;-0.00923879532511287;0;0;0;0;0
