#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
F6_physical_anchor_observation_axis_v10_cpu_native_preflight_20260921;dz2bszau-DualSPHysics5 v5.4.355 (08-04-2025);21-09-2026 18:47:11;27,547;243.047852;162.016296;243.056107;4,397,886;0;0;6,786;;1.500144;301;0;27,547;1,980;CPU;CellsFull - Pos-Double - OpenMP(Threads:64);F6_physical_anchor_observation_axis_v10_cpu_native_preflight_20260921 - 3D - DBC - Verlet - (40) - Wendland - Visco_Artificial(0.08b1) - DDT2(0.1) - Ft-SPH - RhopOut(650-1350);12,499;11,806;0.020000;0.034641;0;0;0.008255;0.4545;0.926579;1.13163;0;3.3363;0;144.833;0;2.93746;89.0468;0;0;0;0.364922;0;0;0;0;0
