TimeStep [s],Np,Nbound,Nfixed,Nmoving,Nfloat,Nfluid
0.800017,29286,0,0,0,0,29286

Part,Time [s],Count,Pos_Xmin [m],Pos_Xmax [m],Pos_Xmean [m],Pos_Ymin [m],Pos_Ymax [m],Pos_Ymean [m],Pos_Zmin [m],Pos_Zmax [m],Pos_Zmean [m],Zone_min,Zone_max,Zone_mean,Idp_min,Idp_max,Idp_mean,Vel_min [m/s],Vel_max [m/s],Vel_mean [m/s],Vel_Xmin [m/s],Vel_Xmax [m/s],Vel_Xmean [m/s],Vel_Ymin [m/s],Vel_Ymax [m/s],Vel_Ymean [m/s],Vel_Zmin [m/s],Vel_Zmax [m/s],Vel_Zmean [m/s],Rhop_min [kg/m^3],Rhop_max [kg/m^3],Rhop_mean [kg/m^3],Mass_min [kg],Mass_max [kg],Mass_mean [kg],Press_min [Pa],Press_max [Pa],Press_mean [Pa],Type_min,Type_max,Type_mean,Mk_min,Mk_max,Mk_mean,
80,  8.000168192691E-01,29286,  4.093985632062E-02,  1.159218788147E+00,  6.000001339019E-01,  3.860526159406E-02,  7.614982128143E-01,  4.000012386905E-01,  3.966660052538E-02,  6.824632883072E-01,  3.141343201858E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  7.466000000000E+03,  3.675100000000E+04,  2.210850000000E+04,  1.136365983288E-03,  1.515858702726E+00,  1.331449811260E-01, -8.784875273705E-01,  8.717317581177E-01,  7.075212391888E-06, -7.374500632286E-01,  7.378842830658E-01, -3.634259740142E-05, -1.079910755157E+00,  1.227654933929E+00,  3.637082158295E-02,  9.946227416992E+02,  1.015162475586E+03,  1.001205217287E+03,  1.562500000000E-02,  1.562500000000E-02,  1.562500000000E-02, -1.141965527344E+04,  3.425035937500E+04,  2.616480323183E+03,  3.000000000000E+00,  3.000000000000E+00,  3.000000000000E+00,  1.000000000000E+00,  1.000000000000E+00,  1.000000000000E+00,
