Pos.x [m];Pos.y [m];Pos.z [m];PartOut;Motive;Idp;Vel.x [m/s];Vel.y [m/s];Vel.z [m/s];Rhop [kg/m^3];
  6.8321520E-01;  7.9241621E-01; -2.1001307E-02;128;1;463182;  2.6438251E-01;  6.6066667E-02; -5.9196230E-02;  9.9911200E+02;
  6.8223059E-01;  7.9317600E-01; -2.1001050E-02;128;1;505951;  4.6156621E-01; -7.4699223E-02; -5.6741361E-02;  9.9897058E+02;
  5.1692539E-01;  2.9659557E-01; -2.1000259E-02;128;1;456379;  9.0671486E-01;  4.8756432E-02; -3.5750099E-02;  9.9952417E+02;
  4.0435743E-02;  3.6191997E-01; -2.1000799E-02;128;1;407465; -1.6519076E-01; -2.0094514E-01; -7.1704060E-02;  9.9869806E+02;
 -2.1000603E-02;  5.7602841E-01;  4.5391280E-02;128;1;420918; -2.5082994E-01;  8.2292676E-01; -3.0307150E-01;  9.9886157E+02;
 -2.1005599E-02;  5.7435584E-01;  4.1395061E-02;128;1;372688; -2.0363227E-01;  2.5328824E-01;  3.7108758E-01;  9.9911981E+02;
 -2.1004021E-02;  5.7746583E-01;  4.1702695E-02;129;1;410500; -2.1205229E-01; -7.1106754E-02;  3.3277759E-01;  9.9890527E+02;
  8.0017716E-02;  3.8773772E-01; -2.1001199E-02;129;1;365578;  2.7322510E-02; -1.4016645E-01; -7.0649870E-02;  9.9869684E+02;
  7.6926149E-02;  3.8790649E-01; -2.1001603E-02;129;1;418256; -1.4970684E-01; -3.7153903E-02; -4.9544863E-02;  9.9851276E+02;
 -2.1000519E-02;  5.7347983E-01;  4.5236465E-02;129;1;420916; -1.9837241E-01;  4.0958411E-01; -6.9787189E-02;  9.9879041E+02;
  6.9792193E-01;  2.3504399E-01; -2.1000488E-02;130;1;424510;  2.7149987E-01;  1.1541004E-02; -5.6188591E-02;  9.9918945E+02;
  7.5202443E-02;  3.8888451E-01; -2.1002747E-02;131;1;392239;  1.5280013E-01; -4.8330781E-01; -1.5984623E-01;  9.9870770E+02;
 -2.1000070E-02;  5.7766545E-01;  4.1570444E-02;131;1;398498; -8.6003408E-02; -7.6240577E-02;  1.0313395E-01;  9.9903632E+02;
  5.5522311E-01;  5.9038806E-01; -2.1002691E-02;131;1;381596; -3.2472384E-01; -1.6145877E+00; -1.2039105E-01;  9.9964014E+02;
  7.0498085E-01;  2.3382594E-01; -2.1001218E-02;132;1;493799;  5.7344639E-01; -7.3280215E-02; -5.5900373E-02;  9.9895032E+02;
  5.8993292E-01;  3.1842980E-01; -2.1000084E-02;132;1;483216; -5.2903849E-01; -5.3583020E-01; -2.2538376E-01;  9.9981927E+02;
  7.0460916E-01;  2.4096051E-01; -2.1000966E-02;132;1;499255;  1.5305258E-01;  1.8477194E-01; -9.4300896E-02;  9.9906030E+02;
  1.0813343E-01; -2.1004934E-02;  6.7860998E-02;132;1;423010;  2.2216776E-01; -2.3691148E-01; -1.2986181E+00;  9.9827423E+02;
  6.7634815E-01;  7.9631662E-01; -2.1000704E-02;132;1;479218; -3.1328624E-01; -3.6230426E-02; -3.7538059E-02;  9.9920953E+02;
  5.8056915E-01;  3.1317413E-01; -2.1003690E-02;132;1;483103; -2.2930259E-01; -5.4798716E-01; -3.0917263E-01;  9.9973260E+02;
  5.7968187E-01;  3.0915314E-01; -2.1001801E-02;132;1;408377; -5.4249877E-01;  8.7675828E-01; -1.0266189E-01;  9.9782428E+02;
  5.6668341E-01;  3.0855513E-01; -2.1003451E-02;132;1;421116;  8.9203697E-01;  2.3135152E-01; -1.7974058E-01;  9.9971295E+02;
  6.7456287E-01;  7.9696631E-01; -2.1000495E-02;132;1;500601; -1.9105715E-01;  2.4818953E-02; -5.2800931E-02;  9.9896558E+02;
  1.1250442E-01; -2.1002276E-02;  7.1075737E-02;133;1;380337; -2.9587370E-01; -1.7918541E-01; -4.5165533E-01;  9.9867493E+02;
  5.6465846E-01;  3.0467165E-01; -2.1002913E-02;133;1;451025;  1.0499974E+00;  7.3492393E-02; -1.6085908E-01;  9.9952924E+02;
  1.1238953E-01; -2.1000780E-02;  6.9307558E-02;133;1;422856; -2.2071368E-01; -1.2582317E-01; -4.3320918E-01;  9.9909607E+02;
  2.9589388E-01;  6.6746783E-01; -2.1004675E-02;133;1;405130; -6.7551404E-01; -6.0667342E-01; -2.3560700E-01;  9.9875616E+02;
  6.7528552E-01;  7.9192650E-01; -2.1000572E-02;133;1;500549; -1.6143183E-01;  1.4437537E-01; -6.2238306E-02;  9.9900818E+02;
  8.6233020E-02;  6.3806027E-01; -2.1000862E-02;133;1;414695; -8.2605898E-01;  1.6471666E-01; -7.4131399E-02;  9.9822131E+02;
  4.4623604E-01;  5.0088733E-01; -2.1003647E-02;134;1;384129;  1.4786726E+00;  3.0042261E-01; -2.8260323E-01;  9.9872778E+02;
  1.1526826E-01; -2.1000018E-02;  6.6964194E-02;134;1;444241;  1.5968031E-01; -2.8830776E-03; -8.0828473E-02;  9.9893304E+02;
  5.4819483E-01;  5.5819345E-01; -2.1001682E-02;134;1;376254; -4.4696447E-01; -8.3920950E-01; -1.7862971E-01;  9.9943115E+02;
  8.5685559E-02;  6.3790089E-01; -2.1000253E-02;134;1;421223;  1.6433850E-01;  2.2408312E-02; -4.1082986E-02;  9.9856738E+02;
  5.5150378E-01;  5.5444711E-01; -2.1000041E-02;134;1;376249; -9.1741510E-02; -7.6160890E-01; -1.4244284E-01;  9.9944226E+02;
  8.8395469E-02;  6.4240122E-01; -2.1003062E-02;134;1;432029;  9.3758501E-02;  4.6991551E-01; -1.5148690E-01;  9.9863391E+02;
  1.1732969E-01;  9.2557490E-01; -2.1004084E-02;134;1;416318;  2.3625836E-01; -3.9745113E-01; -1.4295518E-01;  9.9823279E+02;
  6.0410675E-02;  3.8377017E-01; -2.1000003E-02;135;1;391250; -6.1892414E-01;  3.8585851E-01; -1.1044313E-01;  9.9865570E+02;
  5.5401188E-01;  5.6583309E-01; -2.1008033E-02;135;1;500709; -3.4794059E-02; -2.5693449E-01; -3.7337449E-01;  1.0003081E+03;
  8.9895114E-02;  6.4497602E-01; -2.1001564E-02;135;1;377347; -2.3451842E-01;  3.6963224E-01; -2.3117077E-01;  9.9877124E+02;
 -2.1002231E-02;  5.5933976E-01;  3.0529428E-02;135;1;393216; -8.0598697E-02; -5.5577457E-01; -6.4245784E-01;  9.9881769E+02;
  8.0973357E-02;  6.4456111E-01; -2.1000458E-02;135;1;387922; -1.0154883E-01;  3.7028414E-01; -1.5451752E-01;  9.9789459E+02;
  2.8095454E-01;  5.3682488E-01; -2.1000791E-02;135;1;373211; -1.0464826E+00;  9.1912293E-01; -2.6094908E-01;  9.9814886E+02;
  5.5470854E-01;  5.6902021E-01; -2.1002073E-02;135;1;381385;  1.7830487E+00;  2.0549701E-01; -7.7087179E-02;  1.0008190E+03;
  2.7652654E-01;  5.4249173E-01; -2.1003511E-02;135;1;376035;  4.6776125E-01;  5.9850460E-01; -1.6492867E-01;  9.9674298E+02;
  4.9154755E-01;  4.7952652E-01; -2.1000713E-02;135;1;386658;  5.6245381E-01; -3.0413124E-01; -9.4587602E-02;  9.9894629E+02;
  4.9398017E-01;  4.7052622E-01; -2.1003116E-02;136;1;383338;  9.3840189E-02;  5.5137360E-01; -1.9562709E-01;  9.9855157E+02;
 -2.1004371E-02;  5.4386896E-01;  2.6669824E-02;136;1;365087; -3.0844513E-01;  6.8586856E-01;  5.0209922E-01;  9.9839008E+02;
 -2.1006467E-02;  5.5566394E-01;  3.4500718E-02;136;1;371897; -2.3972140E-01; -8.9906365E-01; -9.8740861E-02;  9.9857281E+02;
  4.9407247E-01;  4.7870827E-01; -2.1001272E-02;136;1;392057;  4.0756145E-01; -2.1714890E-01; -7.6302446E-02;  9.9949524E+02;
  5.5819404E-01;  5.6359386E-01; -2.1000938E-02;136;1;373118;  6.9321740E-01;  5.0674605E-01; -7.5488165E-02;  9.9966919E+02;
  5.6327617E-01;  5.7807285E-01; -2.1003027E-02;136;1;489966;  8.1905231E-02; -1.5735333E-01; -1.4378470E-01;  1.0016533E+03;
  4.9484122E-01;  4.7744429E-01; -2.1000810E-02;136;1;397684;  3.5892245E-01; -1.4426868E-01; -6.3677780E-02;  9.9830273E+02;
  4.9561596E-01;  4.7607404E-01; -2.1000678E-02;136;1;397246;  3.2853842E-02;  3.8174711E-02; -8.4220126E-02;  9.9779724E+02;
  5.2669185E-01;  3.2082316E-01; -2.1002002E-02;137;1;381633; -1.9803485E-01; -3.4821898E-01; -1.6471146E-01;  9.9909137E+02;
  5.2769613E-01;  3.0153823E-01; -2.1000493E-02;137;1;386783;  5.3530097E-01;  4.9400681E-01; -1.0106362E-01;  9.9953503E+02;
  5.2322763E-01;  3.0499858E-01; -2.1001568E-02;137;1;402593;  7.2162402E-01;  7.8486133E-01; -1.6631314E-01;  9.9825543E+02;
  1.1948501E-01; -2.1001708E-02;  6.8633690E-02;137;1;428365;  4.9501166E-01; -7.9897560E-02;  2.2709064E-01;  9.9889905E+02;
  5.2658504E-01;  3.0580613E-01; -2.1004405E-02;137;1;376095;  6.6849184E-01;  6.4573765E-01; -2.1198733E-01;  9.9853931E+02;
  6.5382548E-02;  3.9496937E-01; -2.1001816E-02;138;1;423554;  1.1790462E+00; -1.7332374E-01; -1.0530425E-01;  9.9808661E+02;
  5.7313460E-01;  6.5778714E-01; -2.1002462E-02;138;1;376205; -5.5355316E-01; -2.2145076E-02; -1.3998930E-01;  9.9834186E+02;
  5.6844020E-01;  6.6460544E-01; -2.1000005E-02;138;1;388279; -1.1497178E-01;  1.9954845E-01; -1.2033013E-01;  1.0005243E+03;
  4.8692822E-01;  5.2036673E-01; -2.1002769E-02;139;1;419839;  6.7739862E-01;  8.6729455E-01; -1.4913473E-01;  9.9910773E+02;
  1.2367085E-01; -2.1003686E-02;  7.4592248E-02;139;1;444395;  2.3964092E-02; -1.4384677E-01;  1.6277260E-01;  9.9885071E+02;
  4.8808578E-01;  5.2696925E-01; -2.1003030E-02;139;1;372200;  2.2127431E-02; -2.4343652E-01; -1.8895769E-01;  9.9786108E+02;
  5.3417230E-01;  3.1683585E-01; -2.1001650E-02;139;1;435369;  3.0139840E-01; -5.1801658E-01; -1.0493360E-01;  9.9696887E+02;
  5.6805074E-01;  6.6424680E-01; -2.1002015E-02;139;1;370753; -7.7472866E-01;  2.5925094E-01; -9.7983330E-02;  9.9693866E+02;
  1.2492535E-01; -2.1000825E-02;  6.9268413E-02;139;1;433480;  2.9876854E-02; -1.6463572E-01;  1.9248150E-01;  9.9904980E+02;
  1.3165234E-01;  9.2825902E-01; -2.1002762E-02;139;1;421670;  2.1360180E-01; -4.2890674E-01; -1.1173151E-01;  9.9826440E+02;
  1.3075365E-01;  1.0210061E+00;  6.3998453E-02;140;1;432293;  7.5682098E-01;  3.1339073E-01; -8.4672600E-01;  9.9898712E+02;
  1.2933989E-01;  1.0210043E+00;  6.2489018E-02;140;1;389914;  4.8412642E-01;  2.6765415E-01; -7.8314108E-01;  9.9902411E+02;
  5.3272367E-01;  3.2135850E-01; -2.1002263E-02;140;1;467131;  3.3969309E-02;  4.2323217E-01; -1.3210580E-01;  9.9795471E+02;
  5.6715673E-01;  6.6409087E-01; -2.1000983E-02;140;1;431162; -1.0551505E-03; -3.8222861E-01; -3.1603530E-02;  9.9954108E+02;
  1.3060310E-01;  1.0210012E+00;  6.0200993E-02;140;1;416483;  5.0503784E-01;  2.8209564E-01; -9.4799322E-01;  9.9849066E+02;
  7.3490977E-02;  3.8586241E-01; -2.1002542E-02;141;1;466166;  3.1799150E-01;  3.7660301E-01; -1.0598827E-01;  9.9813812E+02;
  5.8353418E-01;  4.2582211E-01; -2.1002961E-02;141;1;372800;  8.4285259E-02;  4.6320805E-01; -1.2406517E-01;  9.9848932E+02;
  1.3533542E-01;  1.0210034E+00;  6.0074776E-02;141;1;432469; -7.4621581E-02;  2.1858406E-01; -2.1951832E-01;  9.9776862E+02;
  5.8305424E-01;  4.1617256E-01; -2.1003842E-02;141;1;372408;  3.2247266E-01;  2.4010557E-01; -1.9974688E-01;  9.9865375E+02;
  1.3435388E-01;  1.0210018E+00;  6.0076397E-02;141;1;437757; -8.5062981E-02;  1.1620384E-01; -8.3167970E-02;  1.0014319E+03;
  6.9057681E-02;  3.8440186E-01; -2.1000719E-02;141;1;387387;  7.9219049E-01; -9.1273576E-01; -2.5470248E-01;  9.9683514E+02;
  1.7535500E-01;  6.3652080E-01; -2.1001311E-02;141;1;409084; -2.5574616E-01;  7.0826811E-01; -1.1055893E-01;  9.9774738E+02;
  1.3253836E-01;  9.2766899E-01; -2.1000683E-02;142;1;442939;  5.4074597E-02;  3.8294819E-01; -7.2754629E-02;  9.9868903E+02;
  1.7592019E-01;  6.4079654E-01; -2.1000134E-02;142;1;370092; -2.5868100E-01;  3.2187033E-01; -1.0295099E-02;  9.9851819E+02;
 -2.1000240E-02;  5.5159289E-01;  2.8848607E-02;142;1;398609; -5.1013712E-02;  7.5211751E-01; -1.9003241E-01;  9.9880493E+02;
  5.4199755E-01;  3.0623800E-01; -2.1000234E-02;142;1;440445; -6.5253043E-01; -7.1460053E-02; -1.0153083E-01;  9.9899506E+02;
  5.4171568E-01;  3.0576524E-01; -2.1001393E-02;142;1;477708; -6.5231705E-01; -5.5194989E-02; -1.0278556E-01;  9.9905823E+02;
  1.3243885E-01;  9.2945999E-01; -2.1000650E-02;142;1;427007;  7.4639007E-02;  6.3451475E-01; -9.1296241E-02;  9.9856830E+02;
  5.0752479E-01;  5.1420671E-01; -2.1001521E-02;142;1;375765;  3.6824992E-01; -3.0557042E-01; -1.6190346E-01;  9.9883063E+02;
  1.7552306E-01;  6.3170314E-01; -2.1000251E-02;142;1;372056; -1.4698295E-01;  1.9248022E-01; -4.8824105E-02;  9.9818390E+02;
  5.0824285E-01;  5.1592064E-01; -2.1005595E-02;143;1;393010;  6.6268899E-02; -1.9269060E-01; -1.8112779E-01;  9.9864825E+02;
  1.3280337E-01;  9.3349546E-01; -2.1001935E-02;143;1;448284;  3.1758821E-01;  4.9378932E-01; -9.6540719E-02;  9.9860468E+02;
  7.1205512E-02;  3.7506774E-01; -2.1000544E-02;143;1;365811; -5.0083405E-01; -6.0662049E-01; -4.8561182E-02;  9.9844379E+02;
  7.3344216E-02;  3.7212747E-01; -2.1002501E-02;143;1;371125; -1.5345295E-01; -6.1036927E-01; -7.8059271E-02;  9.9875299E+02;
  5.0504810E-01;  5.0588888E-01; -2.1009194E-02;143;1;494619; -1.5644964E-02;  5.1599276E-01; -3.2361716E-01;  9.9831079E+02;
  4.9822989E-01;  5.1336884E-01; -2.1006446E-02;143;1;457189;  2.8066421E-01; -8.9768845E-01; -2.3338254E-01;  9.9675568E+02;
  5.0327015E-01;  5.0345236E-01; -2.1003451E-02;144;1;446444; -8.8614249E-01; -7.1345434E-02; -2.2130945E-01;  9.9867731E+02;
  6.3522112E-01;  6.4141291E-01; -2.1002436E-02;144;1;399027; -3.0858707E-01; -5.2028697E-02; -1.0195588E-01;  9.9892328E+02;
  5.7299179E-01;  6.4748198E-01; -2.1005027E-02;144;1;511299; -1.5791193E-01; -6.9745427E-01; -2.1240170E-01;  9.9862341E+02;
  4.9958658E-01;  5.1028502E-01; -2.1003846E-02;144;1;473072;  4.4305551E-01; -7.3501028E-02; -1.1933386E-01;  9.9838348E+02;
  5.8877105E-01;  6.2801182E-01; -2.1007696E-02;145;1;420734;  5.8307275E-02;  1.4987683E+00; -2.6629689E-01;  9.9867126E+02;
  5.8394742E-01;  6.3894522E-01; -2.1005480E-02;145;1;402386; -1.7792009E-01; -5.0858843E-01; -2.3085092E-01;  9.9652740E+02;
  1.8250492E-01;  6.3846529E-01; -2.1003637E-02;145;1;398454;  7.8942060E-02; -7.7210534E-01; -2.0469245E-01;  9.9851239E+02;
  9.6461743E-02;  6.4276427E-01; -2.1002451E-02;145;1;377343; -5.5208766E-01; -1.2698595E-01; -1.5270284E-01;  9.9837848E+02;
  6.7096777E-02;  3.7362939E-01; -2.1001965E-02;145;1;371250; -3.1924110E-02; -7.5527751E-01; -1.7649065E-01;  9.9886719E+02;
  1.8306156E-01;  6.3736433E-01; -2.1004852E-02;145;1;419947; -1.8763126E-01;  2.1613844E-02; -1.3573496E-01;  9.9809912E+02;
  1.7199686E-01;  6.2175536E-01; -2.1001348E-02;145;1;398716;  9.3590721E-02;  8.9236885E-02; -4.2510513E-02;  9.9833398E+02;
  9.4723366E-02;  6.4309400E-01; -2.1000903E-02;145;1;409354; -3.0208495E-01;  3.0187836E-01; -3.6502436E-02;  9.9782782E+02;
  5.8303857E-01;  6.2879920E-01; -2.1000484E-02;146;1;376250;  3.7074435E-01;  8.5208642E-01; -3.6543947E-02;  9.9779010E+02;
  5.3713435E-01;  4.6261024E-01; -2.1000465E-02;146;1;381204;  4.8557439E-01;  1.4907875E-02; -8.4702142E-02;  9.9810321E+02;
  1.8154180E-01;  6.3718748E-01; -2.1002645E-02;146;1;414560; -8.0110860E-01; -4.9217012E-02; -9.5653236E-02;  9.9624945E+02;
  5.8952826E-01;  4.1588333E-01; -2.1000829E-02;147;1;414331;  5.8376020E-01;  2.7381089E-01; -1.0071329E-01;  9.9802014E+02;
  6.2710926E-02;  3.7839663E-01; -2.1004353E-02;147;1;397961;  3.8104793E-01; -5.1963049E-01; -1.4620531E-01;  9.9787433E+02;
  3.8520661E-01;  4.7721106E-01; -2.1004228E-02;148;1;370539; -1.0335752E+00; -2.2924832E-01; -3.4505624E-01;  9.9861633E+02;
  3.7975800E-01;  4.7331199E-01; -2.1002032E-02;148;1;413024; -5.0514054E-01;  3.2183316E-01; -3.0685988E-01;  9.9821600E+02;
  3.8268390E-01;  4.7568980E-01; -2.1005820E-02;148;1;445792; -1.0257728E+00; -2.1200635E-02; -2.8661254E-01;  9.9782501E+02;
  3.8092402E-01;  4.7835919E-01; -2.1002276E-02;148;1;482833; -8.9064878E-01; -6.7431025E-02; -2.3403355E-01;  9.9824487E+02;
  5.3286910E-01;  3.1020674E-01; -2.1001004E-02;148;1;456318;  5.1653636E-01; -3.5809349E-02; -2.3586860E-01;  9.9887421E+02;
  5.9629315E-01;  4.1069308E-01; -2.1002252E-02;148;1;365331; -3.9425525E-01; -3.5011995E-01; -6.8005882E-02;  9.9778986E+02;
  8.2993966E-01;  7.6594281E-01; -2.1002425E-02;149;1;436293;  5.1758033E-01; -1.9836168E-01; -1.1833880E-01;  9.9924103E+02;
  3.7787926E-01;  4.7167757E-01; -2.1000639E-02;149;1;478532; -2.3938805E-01; -4.4770244E-01; -4.0373873E-02;  9.9990424E+02;
  3.7126032E-01;  4.7989172E-01; -2.1000007E-02;149;1;505211; -3.0187619E-01; -5.7556722E-02; -2.1035706E-01;  9.9914172E+02;
  5.3774917E-01;  3.0775940E-01; -2.1003623E-02;149;1;376039;  3.2565734E-01;  6.4190429E-01; -2.3899812E-01;  9.9985242E+02;
  5.9294808E-01;  4.0609759E-01; -2.1001587E-02;149;1;461669; -2.5764486E-02; -2.7168566E-01; -7.2122931E-02;  9.9837152E+02;
  6.0028672E-01;  5.6253147E-01; -2.1002557E-02;149;1;403748;  8.2359165E-02; -4.7896096E-01; -1.2716913E-01;  9.9812622E+02;
  5.8667779E-01;  6.7123872E-01; -2.1000434E-02;149;1;409727;  9.2430405E-02;  1.1234400E+00; -3.7659898E-02;  9.9884106E+02;
  5.5525446E-01;  6.8312669E-01; -2.1001911E-02;150;1;367352;  8.5400999E-01; -2.2902861E-01; -1.9893019E-01;  9.9882275E+02;
  5.9763390E-01;  4.1212666E-01; -2.1000117E-02;150;1;477711; -9.1575071E-02; -3.6411679E-01; -1.1619972E-01;  9.9779529E+02;
  2.0613357E-01;  6.1293852E-01; -2.1000698E-02;151;1;372002;  5.6721145E-01; -5.0059271E-01; -1.3573828E-01;  9.9873169E+02;
  5.9394628E-01;  6.6502136E-01; -2.1008374E-02;151;1;516691;  3.5273567E-01;  1.1173372E+00; -3.7832168E-01;  9.9875732E+02;
  2.0685367E-01;  6.1132061E-01; -2.1004423E-02;151;1;366659;  6.7369640E-01; -5.5825251E-01; -1.4827871E-01;  9.9829858E+02;
  5.9798187E-01;  6.7479652E-01; -2.1000061E-02;152;1;522045; -7.1438342E-01;  1.1570302E+00; -1.1269065E-01;  9.9800269E+02;
  5.7803011E-01;  6.9443119E-01; -2.1005476E-02;152;1;370264; -2.4631122E-01;  2.0171505E-01; -1.5270033E-01;  9.9882025E+02;
  5.7802188E-01;  6.8854213E-01; -2.1001659E-02;153;1;474037;  5.4939049E-01;  4.2909497E-01; -2.2423099E-01;  9.9934821E+02;
  5.7296848E-01;  6.9136590E-01; -2.1006387E-02;153;1;415228;  7.8587663E-01;  3.9631671E-01; -1.9133951E-01;  9.9946429E+02;
  5.5385202E-01;  4.4341540E-01; -2.1006128E-02;153;1;377871;  1.0395007E+00; -7.5825542E-01; -2.5489765E-01;  9.9809308E+02;
  1.5766576E-01;  1.0210011E+00;  4.3305248E-02;153;1;453851;  5.3461266E-01;  6.2349610E-02; -2.2523335E-01;  9.9883173E+02;
  5.9728342E-01;  5.4247332E-01; -2.1002056E-02;154;1;473296;  8.7543063E-02;  2.2188699E-01; -9.9458069E-02;  9.9795752E+02;
  5.7962525E-01;  6.8728852E-01; -2.1002214E-02;154;1;409719; -2.7436191E-01;  4.5981938E-01; -1.3457553E-01;  9.9935034E+02;
  6.0670787E-01;  5.4614592E-01; -2.1001786E-02;154;1;387717;  2.3187993E-01; -6.8067396E-01; -7.7497959E-02;  9.9759448E+02;
  6.0205597E-01;  5.4412174E-01; -2.1001348E-02;154;1;388739;  3.7156755E-01; -9.4877601E-01; -1.7761654E-01;  9.9753760E+02;
 -2.1005509E-02;  5.6612319E-01;  5.8588330E-02;155;1;452674; -2.3580533E-01;  1.8191554E-01; -7.4019450E-01;  9.9870483E+02;
  5.7686150E-01;  7.0040309E-01; -2.1002961E-02;155;1;436609; -7.6815993E-01;  3.9498523E-01; -9.6070558E-02;  9.9792334E+02;
 -2.1005210E-02;  5.7010192E-01;  5.5040509E-02;155;1;372001; -2.5411236E-01; -3.0258891E-01;  4.8774758E-01;  9.9844116E+02;
 -2.1004174E-02;  5.6962776E-01;  5.4979235E-02;155;1;403902; -2.4041474E-01; -2.5272942E-01;  5.9214497E-01;  9.9759412E+02;
 -2.1007765E-02;  5.6606531E-01;  5.5774990E-02;155;1;403897; -2.3873451E-01; -1.8285440E-01;  5.2492970E-01;  9.9947113E+02;
  5.6606632E-01;  6.9866168E-01; -2.1002818E-02;155;1;506183;  2.9562652E-01;  3.3082485E-01; -1.2438219E-01;  9.9893561E+02;
 -2.1002853E-02;  5.6893092E-01;  5.5306155E-02;155;1;372058; -2.2571835E-01; -9.3443714E-02;  5.9861022E-01;  9.9757471E+02;
  5.7806587E-01;  6.9927275E-01; -2.1000246E-02;156;1;500734; -3.3767003E-01;  5.6369662E-01; -8.2511641E-02;  9.9924835E+02;
  3.6324650E-01;  4.9039909E-01; -2.1004507E-02;157;1;462604; -7.4061418E-01;  2.9508522E-01; -1.7872818E-01;  9.9861584E+02;
  1.0382535E-01;  6.4329863E-01; -2.1000007E-02;158;1;398612;  1.0271392E-02;  3.0341525E-02; -3.0987931E-02;  9.9836383E+02;
  7.3048717E-01;  2.2214861E-01; -2.1000616E-02;158;1;430127;  1.5787497E-01; -1.7594087E-01; -3.2086223E-02;  9.9872168E+02;
  5.6836396E-01;  2.7408972E-01; -2.1002820E-02;158;1;424347;  5.6190741E-01; -3.9579469E-01; -1.1196838E-01;  9.9895593E+02;
  6.1455786E-01;  4.0217307E-01; -2.1002967E-02;158;1;376976;  4.3613565E-01;  2.6408014E-01; -1.5325378E-01;  9.9810785E+02;
  5.6922692E-01;  2.7286530E-01; -2.1003503E-02;158;1;440388;  7.8613424E-01; -6.3103002E-01; -1.2549196E-01;  9.9897778E+02;
  3.0848655E-01;  6.0414702E-01; -2.1002686E-02;158;1;377874; -1.6242194E-01; -1.1953577E-01; -1.1127385E-01;  9.9881830E+02;
  5.7117218E-01;  2.7105156E-01; -2.1003379E-02;159;1;547206;  8.2162088E-01; -3.9492738E-01; -1.6498691E-01;  9.9915448E+02;
  9.8383375E-02;  6.4806068E-01; -2.1000976E-02;160;1;399946; -1.0459118E-01;  3.9767423E-01; -6.9298327E-02;  9.9846747E+02;
  3.0564305E-01;  6.0079247E-01; -2.1001499E-02;160;1;409833; -3.5081774E-01; -3.5316560E-01; -1.0644674E-01;  9.9827972E+02;
  1.0289226E-01;  6.4839470E-01; -2.1001408E-02;161;1;383181; -1.6733479E-01;  5.1388222E-01; -1.0840765E-01;  9.9830023E+02;
  5.7334089E-01;  2.5417048E-01; -2.1003455E-02;162;1;536567; -1.6876126E-02; -1.2122251E+00; -1.0693052E-01;  9.9887079E+02;
  5.5759448E-01;  4.5878768E-01; -2.1000963E-02;162;1;483763; -4.3616191E-01; -4.7508761E-02; -1.7179382E-01;  9.9825549E+02;
  5.5456340E-01;  4.5834947E-01; -2.1004850E-02;162;1;483823; -5.1023501E-01;  3.6260277E-01; -1.6908596E-01;  9.9827557E+02;
  3.5517082E-01;  4.9980596E-01; -2.1002056E-02;162;1;494361;  4.4507107E-01; -3.6217508E-01; -7.9810619E-02;  9.9849805E+02;
  5.5173361E-01;  4.5589605E-01; -2.1000845E-02;162;1;488185;  3.8366458E-01;  6.7852664E-01; -1.3576837E-01;  9.9776892E+02;
  5.5374449E-01;  4.5779166E-01; -2.1004222E-02;162;1;516919; -6.8576030E-02;  7.1347100E-01; -1.9788666E-01;  9.9882776E+02;
  5.7511771E-01;  2.2813223E-01; -2.1003550E-02;162;1;525718;  1.7425583E-01; -8.2439184E-01; -1.3163966E-01;  9.9863477E+02;
  5.5928415E-01;  4.6473861E-01; -2.1004479E-02;163;1;537072; -1.2302194E-03;  7.3051071E-01; -2.2929151E-01;  9.9678357E+02;
  5.7207763E-01;  2.4242756E-01; -2.1007916E-02;163;1;531720; -3.6944725E-02; -1.4426750E+00; -2.3427451E-01;  9.9850861E+02;
  5.7536548E-01;  2.4764349E-01; -2.1003366E-02;163;1;531564; -8.9519656E-01; -9.7304589E-01; -3.1905401E-01;  9.9847321E+02;
  5.6913310E-01;  2.4616396E-01; -2.1006336E-02;163;1;526380; -1.6299723E-01; -9.3740821E-01; -1.7791510E-01;  9.9888837E+02;
  5.6695777E-01;  2.4467964E-01; -2.1004394E-02;163;1;515629; -1.9744411E-01; -7.0939076E-01; -2.0127174E-01;  9.9889355E+02;
  5.9713429E-01;  5.5000788E-01; -2.1000687E-02;163;1;506238; -1.1833855E-02; -2.8227586E-01; -8.9906298E-02;  9.9798389E+02;
  3.5620391E-01;  4.9721751E-01; -2.1000320E-02;163;1;499868; -3.4636584E-01;  2.4482790E-01; -1.1093934E-01;  9.9827649E+02;
  7.7889156E-01;  7.9993850E-01; -2.1001298E-02;164;1;479064;  6.7318060E-02; -2.9299005E-03; -5.9758734E-02;  9.9867310E+02;
  5.6932163E-01;  2.3463333E-01; -2.1004906E-02;164;1;499139; -2.0491460E-01;  3.3131576E-01; -1.5631270E-01;  9.9687152E+02;
  5.7493538E-01;  2.2608562E-01; -2.1001730E-02;165;1;451296; -4.0921858E-01; -5.5170840E-01; -9.2029303E-02;  9.9795703E+02;
  6.0368472E-01;  7.4608505E-01; -2.1000007E-02;165;1;559682;  5.8407289E-01;  7.8648172E-02; -2.3235278E-02;  9.9871484E+02;
  3.0942693E-01;  6.0435873E-01; -2.1000443E-02;165;1;441281;  5.5382237E-02;  5.0654656E-01; -6.4235330E-02;  9.9840472E+02;
  9.3744263E-02;  8.4669608E-01; -2.1000022E-02;166;1;442883; -1.9276971E-02; -1.3549758E-01; -2.2858955E-02;  9.9857709E+02;
