Pos.x [m];Pos.y [m];Pos.z [m];PartOut;Motive;Idp;Vel.x [m/s];Vel.y [m/s];Vel.z [m/s];Rhop [kg/m^3];
  7.7180006E-02;  1.0210030E+00;  1.3563608E-01;125;1;416633; -1.3680071E-01;  1.3794076E-01;  4.2629862E-01;  9.9852448E+02;
  6.1395943E-01;  3.4025809E-01; -2.1001928E-02;125;1;402967; -9.2282146E-01;  4.6352592E-01; -1.1198623E-01;  9.9995648E+02;
  6.9917554E-01;  2.3279904E-01; -2.1000152E-02;125;1;509889; -3.7014794E-02; -3.5011247E-01; -1.0749459E-01;  9.9942920E+02;
  5.1462275E-01;  3.1495336E-01; -2.1008579E-02;125;1;418958;  2.1447468E+00; -6.7107391E-01; -6.9049788E-01;  1.0005131E+03;
  6.1390823E-01;  3.4387097E-01; -2.1000193E-02;125;1;392336; -1.3194839E+00;  7.5759912E-01; -8.6262956E-02;  9.9874878E+02;
  5.8650213E-01;  6.0448164E-01; -2.1010254E-02;125;1;388116; -1.1876800E+00;  1.2454423E+00; -3.0545092E-01;  9.9954388E+02;
  6.0704994E-01;  3.4584451E-01; -2.1000065E-02;125;1;376342; -1.1250490E+00;  6.2106645E-01; -2.8769153E-03;  1.0000887E+03;
  6.0691470E-01;  3.4204292E-01; -2.1002496E-02;125;1;483057; -5.7003462E-01;  7.1224725E-01; -1.1361958E-01;  1.0011032E+03;
  6.0983967E-02;  8.8276017E-01; -2.1006109E-02;125;1;400058;  4.0880352E-01; -2.5642458E-01; -3.0340809E-01;  9.9879932E+02;
  6.0774279E-01;  3.4223980E-01; -2.1002868E-02;125;1;467121; -5.5683476E-01;  6.3282901E-01; -1.9244070E-01;  9.9993921E+02;
  5.9290296E-01;  6.1830097E-01; -2.1005876E-02;125;1;447091; -2.5212687E-01;  5.8936024E-01; -1.9148234E-01;  1.0001427E+03;
  6.1412372E-02;  8.8264132E-01; -2.1009643E-02;125;1;394773;  2.8150281E-01; -4.1097519E-01; -3.0682960E-01;  9.9862921E+02;
  6.2776819E-02;  8.8238037E-01; -2.1007339E-02;125;1;399470;  2.8570434E-01; -5.2922386E-01; -3.0078298E-01;  9.9854144E+02;
  7.8592427E-02;  6.4674836E-01; -2.1000147E-02;126;1;377829;  5.4744339E-01;  2.6800293E-01; -1.4650029E-01;  9.9854810E+02;
  7.5772040E-02;  6.4690155E-01; -2.1001102E-02;126;1;372485;  2.7642834E-01;  4.8536512E-01; -1.0667956E-01;  9.9908569E+02;
  7.5938568E-02;  6.4286363E-01; -2.1002270E-02;126;1;367146;  2.4825704E-01;  4.1577217E-01; -1.0261525E-01;  9.9918774E+02;
  5.0941700E-01;  3.0161411E-01; -2.1000676E-02;126;1;434945;  1.3046646E+00; -2.1470866E-01; -3.1767231E-01;  9.9937842E+02;
  5.2380961E-01;  3.0564442E-01; -2.1004140E-02;126;1;370943;  1.1780360E-01;  4.2272504E-02; -2.2229935E-01;  9.9998505E+02;
  5.2499926E-01;  3.0617800E-01; -2.1004364E-02;126;1;386878;  2.2696570E-01;  1.5915844E-01; -1.9095637E-01;  1.0000987E+03;
  7.8455001E-02;  3.8957503E-01; -2.1002967E-02;126;1;397369; -3.2974613E-01; -6.9526702E-01; -1.8053398E-01;  9.9849432E+02;
  6.7948747E-01;  7.9219317E-01; -2.1001190E-02;127;1;415016;  2.8281116E-01; -2.7431887E-01; -6.9579013E-02;  9.9920178E+02;
  5.2607256E-01;  3.0798185E-01; -2.1001844E-02;127;1;386770;  3.3839038E-01;  1.6543102E-01; -5.3918794E-02;  9.9879132E+02;
  7.6792203E-02;  3.9062902E-01; -2.1001238E-02;127;1;391431; -7.8526974E-02; -3.4115276E-01; -1.0126198E-01;  9.9868951E+02;
  2.9953527E-01;  6.6955578E-01; -2.1007018E-02;127;1;394717;  5.2383661E-01; -1.3780719E-01; -2.5301498E-01;  9.9850482E+02;
  5.8250028E-01;  6.2664402E-01; -2.1003446E-02;127;1;457829; -4.2451704E-01; -7.9295892E-01; -2.2220512E-01;  9.9925293E+02;
  2.9890653E-01;  6.6465724E-01; -2.1001654E-02;127;1;377921;  2.0402879E-01;  5.3342694E-01; -1.1631415E-01;  9.9784747E+02;
  5.2489376E-01;  3.1051779E-01; -2.1001494E-02;127;1;456438;  3.4277043E-01; -8.3547337E-03; -8.9552253E-02;  9.9983490E+02;
  2.9953644E-01;  6.6500014E-01; -2.1002417E-02;127;1;383279;  4.1072235E-01;  4.4813216E-01; -1.2957199E-01;  9.9912585E+02;
  4.0643517E-02;  3.6360464E-01; -2.1002403E-02;127;1;402394; -2.1521954E-01; -2.6909065E-01; -7.1694061E-02;  9.9894641E+02;
